,smiles,anchor,Dissocation energy (nucleofuge),Dissociation energy (electrofuge),Electroaccepting power(w+),Electrodonating power (w-),Electronegativity (chi=-mu),Electronic chemical potential (mu),Electronic chemical potential (mu+),Electronic chemical potential (mu-),Electrophilicity index (w=omega),Global Dual Descriptor Deltaf+,Global Dual Descriptor Deltaf-,Hardness (eta),Hyperhardness (gamma),Net Electrophilicity,Softness (S)
117,O=C(CCl)Nc1cc(Cl)ccc1C(=O)O,O11,0.0171619334560308,0.3731893666937764,0.043,0.221,0.178,-0.178,-0.316,-0.04,0.0579999999999999,-0.5529999999999999,0.5529999999999999,0.275,0.258,0.265,3.633
118,O=C(Nc1cc(Cl)ccc1C(=O)O)c1cccs1,O15,0.0130827586945331,0.3673462244678473,0.049,0.226,0.177,-0.177,-0.307,-0.047,0.06,-0.594,0.594,0.26,0.241,0.2739999999999999,3.852
119,O=C(O)C1CN(C(=O)OCC2c3ccccc3-c3ccccc32)C1,O22,0.0285174740083082,0.3275467085516129,0.024,0.173,0.15,-0.15,-0.287,-0.012,0.0409999999999999,-0.3939999999999999,0.3939999999999999,0.275,0.243,0.1969999999999999,3.64
120,O=C(Nc1cc(Cl)ccc1C(=O)O)c1cccc(Br)c1,O16,0.0130827586945331,0.3721971349950337,0.049,0.2289999999999999,0.18,-0.18,-0.311,-0.048,0.061,-0.5660000000000001,0.5660000000000001,0.262,0.253,0.2789999999999999,3.811
121,O=C(O)CCCCC(=O)O,O7,0.0751156145270388,0.3789222609531786,0.0069999999999999,0.159,0.152,-0.152,-0.35,0.046,0.0289999999999999,-0.73,0.73,0.396,0.385,0.166,2.527
122,O=C(O)c1cccc(C(=O)O)n1,O8,0.0192566448200432,0.4197140085681557,0.049,0.249,0.2,-0.2,-0.355,-0.046,0.065,-0.823,0.823,0.309,0.305,0.298,3.232
123,O=C(O)CN(CC(=O)O)Cc1cc2c(c(O)c1O)C(=O)c1ccccc1C2=O,O23,0.0040056761171463,0.3631568017398226,0.07,0.249,0.18,-0.18,-0.29,-0.069,0.073,-0.728,0.728,0.222,0.1889999999999999,0.319,4.511
124,O=C(O)CBr,O3,0.0475536228952975,0.4067047485179738,0.021,0.201,0.18,-0.18,-0.363,0.004,0.044,-0.7609999999999999,0.7609999999999999,0.366,0.348,0.222,2.7310000000000003
125,Cc1cc(=O)oc2cc(NC(=O)[C@H](C)N)ccc12.O=C(O)C(F)(F)F,O19,0.0081950988451709,0.2683435505266327,0.038,0.168,0.13,-0.13,-0.223,-0.038,0.046,-0.945,0.945,0.185,0.092,0.206,5.401
126,O=C(O)c1ccccc1C(=O)O,O10,0.0163901976903421,0.4112984137899306,0.052,0.249,0.1969999999999999,-0.1969999999999999,-0.345,-0.049,0.066,-0.647,0.647,0.296,0.286,0.3,3.379
127,O=C(O)CCCCCCNC(=O)OCC1c2ccccc2-c2ccccc21,O25,0.0298037002844562,0.3235042831122909,0.022,0.1689999999999999,0.147,-0.147,-0.284,-0.009,0.039,-0.397,0.397,0.275,0.244,0.191,3.639
128,O=C(O)CCCNC(=O)OCC1c2ccccc2-c2ccccc21,O22,0.0290319645187674,0.3253417492210736,0.023,0.171,0.148,-0.148,-0.285,-0.011,0.04,-0.396,0.396,0.2739999999999999,0.242,0.1939999999999999,3.645
129,O=C(O)CCCCCCCCCCNC(=O)OCC1c2ccccc2-c2ccccc21,O29,0.0309061799497258,0.3197558522503741,0.021,0.165,0.144,-0.144,-0.282,-0.0069999999999999,0.038,-0.397,0.397,0.275,0.244,0.186,3.64
130,O=C(O)CCCCCNC(=O)OCC1c2ccccc2-c2ccccc21,O24,0.0275987409539168,0.3294944226269226,0.025,0.176,0.151,-0.151,-0.288,-0.0139999999999999,0.042,-0.395,0.395,0.2739999999999999,0.242,0.201,3.651
131,O=C(O)CCCCNC(=O)OCC1c2ccccc2-c2ccccc21,O23,0.0283337273974299,0.3273629619407346,0.024,0.173,0.15,-0.15,-0.287,-0.012,0.0409999999999999,-0.396,0.396,0.2739999999999999,0.242,0.1969999999999999,3.648
132,O=C(NCc1ccc(C(=O)O)cc1)OCC1c2ccccc2-c2ccccc21,O26,0.0215718521171094,0.3269587193968025,0.03,0.183,0.153,-0.153,-0.282,-0.024,0.045,-0.974,0.974,0.258,0.225,0.213,3.873
133,O=C(NC1(C(=O)O)CCCCC1)OCC1c2ccccc2-c2ccccc21,O25,0.030244692150564,0.3212993237817516,0.022,0.1669999999999999,0.146,-0.146,-0.283,-0.008,0.039,-0.395,0.395,0.2739999999999999,0.243,0.1889999999999999,3.645
134,O=C(O)C1CCN(C(=O)OCC2c3ccccc3-c3ccccc32)CC1,O24,0.0264962612886472,0.3348598236645683,0.027,0.181,0.154,-0.154,-0.292,-0.017,0.043,-0.392,0.392,0.275,0.242,0.207,3.638
135,O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,O21,0.0508243125689308,0.3443778981080629,0.013,0.159,0.147,-0.147,-0.312,0.018,0.033,-0.998,0.998,0.33,0.3289999999999999,0.172,3.031
136,O=C(O)C=CC(=O)O,O6,0.0138912437823975,0.4545156166685009,0.064,0.284,0.22,-0.22,-0.377,-0.063,0.077,-0.71,0.71,0.314,0.306,0.349,3.188
137,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,O16,0.0478108681505271,0.3605108505431755,0.016,0.172,0.156,-0.156,-0.324,0.011,0.036,-0.931,0.931,0.335,0.325,0.188,2.9810000000000003
138,O=C(O)CNCCNCC(=O)O,O10,0.0647155563513284,0.3547044576394219,0.008,0.153,0.145,-0.145,-0.326,0.036,0.0289999999999999,-0.86,0.86,0.361,0.354,0.162,2.769
139,O=C(Nc1cc(Cl)ccc1C(=O)O)c1ccc(Cl)cc1Cl,O16,0.0113555405522773,0.3938792350786702,0.057,0.248,0.191,-0.191,-0.326,-0.0559999999999999,0.068,-0.935,0.935,0.27,0.254,0.305,3.71
140,O=C(Nc1cc(Cl)ccc1C(=O)O)c1ccc(F)cc1,O16,0.0153979659915994,0.3741815983925191,0.046,0.226,0.179,-0.179,-0.315,-0.044,0.059,-0.604,0.604,0.271,0.257,0.272,3.694
141,O=C(O)CNC(=O)c1ccc2c(c1)OCO2,O14,0.0302079428283884,0.3256724931206545,0.022,0.17,0.148,-0.148,-0.286,-0.009,0.039,-0.5589999999999999,0.5589999999999999,0.2769999999999999,0.2339999999999999,0.192,3.608
142,O=C(O)CNC(=O)c1ccc(Cl)cc1Cl,O11,0.0148834754811402,0.3982156550953975,0.051,0.243,0.192,-0.192,-0.3329999999999999,-0.05,0.065,-0.713,0.713,0.284,0.2689999999999999,0.295,3.527
143,O=C(O)CNC(=O)c1ccc(Cl)c(Cl)c1,O11,0.0236665634811218,0.3767540509448149,0.036,0.212,0.177,-0.177,-0.324,-0.0289999999999999,0.053,-0.506,0.506,0.295,0.281,0.248,3.394
144,O=C(O)CNC(=O)c1cccc(Cl)c1,O11,0.0277089889204438,0.3717193938067502,0.031,0.203,0.172,-0.172,-0.3229999999999999,-0.021,0.049,-0.5479999999999999,0.5479999999999999,0.301,0.285,0.2339999999999999,3.32
145,O=C(O)CNC(=O)c1ccccc1Br,O11,0.0306856840166719,0.3684854534552925,0.0279999999999999,0.1969999999999999,0.1689999999999999,-0.1689999999999999,-0.322,-0.016,0.047,-0.579,0.579,0.306,0.294,0.225,3.269
146,O=C(O)CNC(=O)c1ccccc1Cl,O11,0.0337358777572512,0.3616500795306207,0.025,0.1889999999999999,0.1639999999999999,-0.1639999999999999,-0.318,-0.01,0.044,-0.57,0.57,0.308,0.291,0.213,3.245
147,O=C(O)CNC(=O)c1ccccc1I,O11,0.0285542233304839,0.3608783437649321,0.0289999999999999,0.195,0.166,-0.166,-0.314,-0.018,0.047,-0.665,0.665,0.296,0.28,0.223,3.3760000000000003
148,O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1,O12,0.0087095893556302,0.4326865192961618,0.071,0.283,0.212,-0.212,-0.353,-0.071,0.08,-0.674,0.674,0.282,0.278,0.354,3.545
149,O=C(O)CNC(=O)c1ccc(Cl)cc1,O11,0.0273782450208629,0.3705801648193049,0.031,0.203,0.172,-0.172,-0.321,-0.022,0.049,-0.475,0.475,0.3,0.28,0.2339999999999999,3.337
150,O=C(O)CNC(=O)c1ccc(F)cc1,O11,0.0332948858911434,0.3711314046519398,0.026,0.195,0.1689999999999999,-0.1689999999999999,-0.326,-0.012,0.046,-0.4539999999999999,0.4539999999999999,0.313,0.298,0.221,3.1910000000000003
151,O=C(O)COc1ccc(-c2ccccc2)cc1,O16,0.0309796785940771,0.3338308426436499,0.023,0.174,0.151,-0.151,-0.293,-0.009,0.04,-0.409,0.409,0.284,0.246,0.1969999999999999,3.52
152,O=C(O)COc1ccccc1Cl,O10,0.0368228208200063,0.3577179020578257,0.022,0.182,0.16,-0.16,-0.316,-0.004,0.0409999999999999,-0.575,0.575,0.312,0.287,0.204,3.204
153,O=C(O)CNC(=O)c1ccccc1F,O11,0.0338461257237782,0.3697716797314405,0.026,0.1939999999999999,0.168,-0.168,-0.325,-0.011,0.045,-0.5539999999999999,0.5539999999999999,0.314,0.299,0.2189999999999999,3.187
154,O=C(O)COc1cccc(Cl)c1Cl,O10,0.0328906433472112,0.3696246824427379,0.026,0.195,0.168,-0.168,-0.324,-0.013,0.045,-0.588,0.588,0.312,0.302,0.221,3.21
155,C=CCc1ccccc1OCC(=O)O,O13,0.0431437042342189,0.3430181731875637,0.016,0.166,0.15,-0.15,-0.307,0.0069999999999999,0.036,-0.599,0.599,0.315,0.289,0.182,3.177
156,O=C(O)COc1ccc(Br)cc1Br,O10,0.02917896180747,0.3597391147774867,0.0279999999999999,0.193,0.165,-0.165,-0.314,-0.017,0.046,-0.636,0.636,0.297,0.266,0.221,3.3680000000000003
157,O=C(O)COc1ccc(Cl)cc1,O10,0.0351691013221018,0.3503680376226947,0.022,0.18,0.158,-0.158,-0.309,-0.006,0.0409999999999999,-0.623,0.623,0.304,0.259,0.2019999999999999,3.292
158,O=C(O)COc1ccc(OCc2ccccc2)cc1,O18,0.0420412245689493,0.3050193740579364,0.012,0.144,0.131,-0.131,-0.275,0.012,0.03,-0.6,0.6,0.287,0.244,0.156,3.487
159,O=C(O)COc1ccc(Br)cc1,O10,0.0347648587781696,0.3497432991457085,0.022,0.18,0.157,-0.157,-0.309,-0.006,0.0409999999999999,-0.648,0.648,0.302,0.256,0.2019999999999999,3.306
160,O=C(O)COc1ccc2ccccc2c1,O14,0.0216453507614607,0.3400782274135113,0.032,0.191,0.159,-0.159,-0.293,-0.026,0.048,-0.386,0.386,0.267,0.243,0.223,3.75
161,O=C(O)COc1cccc2ccccc12,O14,0.0213513561840555,0.3352640662085005,0.032,0.1889999999999999,0.157,-0.157,-0.288,-0.026,0.047,-0.354,0.354,0.263,0.222,0.22,3.804
162,O=C(O)c1cc(-c2ccccc2)nc2ccc(Cl)cc12,O17,0.005108155782416,0.3676034697230769,0.067,0.248,0.181,-0.181,-0.296,-0.066,0.071,-0.5479999999999999,0.5479999999999999,0.23,0.2019999999999999,0.315,4.352
163,O=C(O)COc1ccc2c(c1)OCO2,O13,0.0467083884852574,0.2906503890872553,0.009,0.131,0.122,-0.122,-0.265,0.021,0.026,-0.594,0.594,0.285,0.2269999999999999,0.14,3.506
164,O=C(O)COc1ccc2c(c1)CCCC2,O14,0.044834173054299,0.328281694995126,0.0139999999999999,0.155,0.142,-0.142,-0.296,0.012,0.033,-0.585,0.585,0.308,0.278,0.1689999999999999,3.248
165,O=C(O)COc1cccc2c1CCCC2,O14,0.050162824769769,0.3327651123005559,0.012,0.153,0.141,-0.141,-0.302,0.019,0.031,-0.5720000000000001,0.5720000000000001,0.321,0.304,0.165,3.119
166,O=C(O)COc1ccc2c(c1)CCC2,O13,0.0483621079831619,0.3089148022085559,0.01,0.14,0.13,-0.13,-0.281,0.02,0.0279999999999999,-0.5720000000000001,0.5720000000000001,0.301,0.263,0.15,3.324
167,O=C(O)COc1ccc2ccccc2c1Br,O14,0.0152142193807211,0.3458846203172648,0.0409999999999999,0.206,0.165,-0.165,-0.292,-0.039,0.054,-0.395,0.395,0.253,0.218,0.248,3.951
168,O=C(Nc1cc(Cl)ccc1C(=O)O)c1ccccc1Br,O16,0.0148099768367889,0.3862353760661339,0.049,0.235,0.186,-0.186,-0.324,-0.048,0.062,-0.931,0.931,0.276,0.26,0.284,3.622
169,O=C(O)CNC(=O)c1cccc2ccccc12,O15,0.0198813832970293,0.3364400445181214,0.033,0.192,0.158,-0.158,-0.288,-0.0279999999999999,0.048,-0.36,0.36,0.26,0.2289999999999999,0.225,3.846
170,O=C(O)CNC(=O)c1ccc(Br)cc1,O11,0.0183011624434761,0.3939894830451972,0.046,0.233,0.188,-0.188,-0.3329999999999999,-0.042,0.061,-0.5579999999999999,0.5579999999999999,0.291,0.275,0.2789999999999999,3.4360000000000004
171,O=C(CCl)Nc1cccc(C(=O)O)c1,O11,0.0221598412719199,0.3689631946435761,0.036,0.21,0.173,-0.173,-0.316,-0.03,0.053,-0.5660000000000001,0.5660000000000001,0.286,0.256,0.246,3.4960000000000004
172,O=C(O)c1cccc(NC(=O)c2cccs2)c1,O15,0.0169781868451526,0.3630098044511199,0.042,0.215,0.173,-0.173,-0.307,-0.039,0.0559999999999999,-0.6459999999999999,0.6459999999999999,0.268,0.245,0.257,3.725
173,O=C(O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,O16,0.0183379117656518,0.3591511256226762,0.039,0.21,0.17,-0.17,-0.305,-0.035,0.054,-0.6729999999999999,0.6729999999999999,0.27,0.248,0.249,3.706
174,O=C(O)c1cccc(NC(=O)c2cccc(Br)c2)c1,O16,0.0175294266777874,0.3701759222753728,0.042,0.2189999999999999,0.176,-0.176,-0.314,-0.039,0.057,-0.65,0.65,0.2739999999999999,0.259,0.261,3.645
175,O=C(O)c1cccc(NC(=O)c2ccccc2F)c1,O16,0.0188891515982866,0.3536754766185037,0.038,0.205,0.1669999999999999,-0.1669999999999999,-0.301,-0.033,0.052,-0.677,0.677,0.268,0.233,0.243,3.732
176,O=C(O)c1cccc(NC(=O)c2ccc(Cl)cc2Cl)c1,O16,0.0156184619246533,0.3695144344762109,0.045,0.222,0.177,-0.177,-0.311,-0.043,0.0579999999999999,-0.7020000000000001,0.7020000000000001,0.2689999999999999,0.242,0.267,3.723
177,O=C(O)c1cccc(NC(=O)c2ccccc2Cl)c1,O16,0.0188156529539353,0.3627525591958904,0.039,0.211,0.172,-0.172,-0.309,-0.035,0.054,-0.664,0.664,0.273,0.245,0.251,3.658
178,O=C(O)c1cccc(NC(=O)c2ccccc2I)c1,O16,0.0209471136401233,0.3531242367858688,0.035,0.201,0.166,-0.166,-0.303,-0.03,0.051,-0.628,0.628,0.273,0.2689999999999999,0.236,3.662
179,O=C(O)c1cccc(NC(=O)c2ccc([N+](=O)[O-])cc2)c1,O17,0.0036014335732141,0.4057860154635824,0.081,0.282,0.201,-0.201,-0.3229999999999999,-0.08,0.083,-0.8809999999999999,0.8809999999999999,0.243,0.213,0.363,4.118
180,O=C(O)c1cccc(NC(=O)c2ccc(Cl)cc2)c1,O16,0.0175294266777874,0.3684119548109413,0.042,0.217,0.175,-0.175,-0.312,-0.039,0.0559999999999999,-0.635,0.635,0.273,0.253,0.259,3.659
181,O=C(O)c1cccc(NC(=O)c2ccc(F)cc2)c1,O16,0.019918132619205,0.3656557556477672,0.038,0.211,0.173,-0.173,-0.312,-0.034,0.054,-0.574,0.574,0.278,0.253,0.25,3.595
182,O=C(O)c1cccc(NC(=O)c2ccccc2)c1,O16,0.0208001163514207,0.3608783437649321,0.037,0.207,0.17,-0.17,-0.309,-0.031,0.052,-0.608,0.608,0.2769999999999999,0.249,0.243,3.604
183,O=C(O)CNC(=O)c1cccc(Br)c1,O11,0.0253570323012019,0.3738508544929383,0.034,0.208,0.174,-0.174,-0.3229999999999999,-0.026,0.051,-0.603,0.603,0.297,0.2789999999999999,0.242,3.3680000000000003
184,O=C(CCl)Nc1ccc(C(=O)O)cc1,O11,0.0213146068618798,0.3698084290536162,0.037,0.212,0.174,-0.174,-0.316,-0.032,0.053,-0.496,0.496,0.284,0.251,0.249,3.517
185,O=C(O)c1ccc(NC(=O)c2ccc(Br)cc2)cc1,O16,0.0138544944602219,0.3731158680494252,0.048,0.228,0.18,-0.18,-0.312,-0.047,0.061,-0.619,0.619,0.265,0.245,0.276,3.768
186,O=C(O)c1ccc(NC(=O)c2cccc(Br)c2)cc1,O16,0.0141852383598028,0.3742550970368704,0.048,0.228,0.18,-0.18,-0.314,-0.046,0.061,-0.645,0.645,0.267,0.25,0.276,3.744
187,O=C(O)c1ccc(NC(=O)c2ccccc2F)cc1,O16,0.0141484890376271,0.3691101919322787,0.047,0.225,0.177,-0.177,-0.309,-0.046,0.06,-0.648,0.648,0.264,0.228,0.272,3.789
188,O=C(O)c1ccc(NC(=O)c2ccc(Cl)cc2Cl)cc1,O16,0.0127520147949522,0.3735568599155329,0.05,0.231,0.18,-0.18,-0.311,-0.049,0.062,-0.672,0.672,0.262,0.2319999999999999,0.281,3.814
189,O=C(O)c1ccc(NC(=O)c2ccccc2Cl)cc1,O16,0.0153244673472481,0.3667214859908611,0.045,0.221,0.176,-0.176,-0.309,-0.043,0.0579999999999999,-0.6409999999999999,0.6409999999999999,0.266,0.233,0.265,3.76
190,O=C(O)c1ccc(NC(=O)c2ccccc2I)cc1,O16,0.0146629795480863,0.3653985103925376,0.046,0.221,0.175,-0.175,-0.307,-0.044,0.0579999999999999,-0.653,0.653,0.263,0.237,0.267,3.799
191,O=C(O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1,O17,0.0027561991631741,0.4082482200493513,0.086,0.288,0.203,-0.203,-0.322,-0.083,0.086,-0.871,0.871,0.239,0.206,0.374,4.183
192,O=C(O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1,O16,0.0143689849706811,0.3723441322837364,0.047,0.226,0.179,-0.179,-0.312,-0.046,0.06,-0.622,0.622,0.266,0.243,0.2739999999999999,3.753
193,O=C(NC(C(=O)O)c1ccccc1)c1cccs1,O16,0.0263860133221202,0.3659864995473479,0.031,0.201,0.17,-0.17,-0.317,-0.023,0.049,-0.481,0.481,0.294,0.287,0.233,3.3960000000000004
194,O=C(NC(C(=O)O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,O18,0.0069088725690231,0.4175090492376164,0.072,0.278,0.205,-0.205,-0.3379999999999999,-0.072,0.079,-0.956,0.956,0.266,0.255,0.35,3.761
195,O=C(NC(C(=O)O)c1ccccc1)c1ccccc1,O17,0.0324496514811033,0.3739243531372896,0.027,0.198,0.171,-0.171,-0.327,-0.0139999999999999,0.047,-0.621,0.621,0.313,0.309,0.225,3.192
196,O=C(O)CNC(=O)c1cccs1,O10,0.0171986827782065,0.3862721253883096,0.046,0.23,0.185,-0.185,-0.326,-0.043,0.06,-0.6,0.6,0.283,0.267,0.276,3.53
197,O=C(O)c1ccc(NC(=O)c2cccs2)cc1,O15,0.0141117397154515,0.3666112380243342,0.047,0.223,0.176,-0.176,-0.307,-0.045,0.059,-0.615,0.615,0.262,0.236,0.27,3.812
198,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O12,0.0624738476986134,0.4121068988777951,0.0139999999999999,0.1889999999999999,0.175,-0.175,-0.374,0.024,0.038,-0.973,0.973,0.3979999999999999,0.358,0.203,2.514
199,C=CCCC(=O)O,O6,0.0711466877320679,0.3644062786937949,0.0069999999999999,0.154,0.147,-0.147,-0.336,0.043,0.0279999999999999,-0.426,0.426,0.379,0.357,0.161,2.64
200,O=C(O)c1cc2cc(O)ccc2[nH]1,O12,0.0175294266777874,0.3344188317984604,0.036,0.1939999999999999,0.158,-0.158,-0.285,-0.032,0.05,-0.55,0.55,0.253,0.238,0.23,3.96
201,O=C(O)c1cc(-c2cc(C(=O)O)c3ccccc3n2)nc2ccccc12,O22,0.0040056761171463,0.3752840780577888,0.072,0.258,0.186,-0.186,-0.3,-0.071,0.075,-0.471,0.471,0.228,0.215,0.33,4.378
202,O=C(O)COCC(=O)O,O7,0.06284134092037,0.3958269491539799,0.013,0.179,0.166,-0.166,-0.36,0.027,0.036,-0.929,0.929,0.387,0.37,0.192,2.584
203,O=C(O)c1cc(S(=O)(=O)F)ccc1Cl,O9,0.0117597830962095,0.4573085651538508,0.069,0.292,0.223,-0.223,-0.377,-0.069,0.081,-0.507,0.507,0.308,0.301,0.361,3.248
204,O=C(O)C(F)F,O3,0.0553444791965364,0.4250794096058013,0.019,0.204,0.185,-0.185,-0.382,0.012,0.043,-0.7140000000000001,0.7140000000000001,0.3939999999999999,0.347,0.223,2.541
205,O=CCCC(=O)O,O5,0.0462306472969739,0.3799512419740969,0.019,0.186,0.1669999999999999,-0.1669999999999999,-0.34,0.006,0.04,-0.721,0.721,0.346,0.314,0.204,2.894
206,O=C(O)C1(c2ccccc2)CCCC1,O13,0.0497953315480125,0.3475015904929936,0.013,0.162,0.149,-0.149,-0.314,0.016,0.034,-0.412,0.412,0.33,0.322,0.176,3.029
207,O=C(O)C(Br)CBr,O4,0.0402037584601665,0.4076969802167165,0.026,0.21,0.184,-0.184,-0.36,-0.008,0.048,-0.83,0.83,0.352,0.348,0.236,2.841
208,O=C(O)c1ccc(Cl)cc1Cl,O8,0.0189626502426379,0.4041690452878536,0.046,0.239,0.193,-0.193,-0.342,-0.043,0.062,-0.456,0.456,0.299,0.286,0.285,3.343
209,O=C(O)Cc1ccc(Cl)cc1,O9,0.0321556569036981,0.3703964182084266,0.027,0.196,0.1689999999999999,-0.1689999999999999,-0.324,-0.0139999999999999,0.046,-0.615,0.615,0.31,0.2769999999999999,0.223,3.221
210,O=C(O)Cc1ccc(Br)cc1,O9,0.0316779157154146,0.3686324507439953,0.027,0.196,0.168,-0.168,-0.3229999999999999,-0.0139999999999999,0.046,-0.625,0.625,0.308,0.273,0.223,3.245
211,O=C(O)c1cccc(I)c1,O8,0.0205061217740154,0.3664642407356316,0.038,0.211,0.173,-0.173,-0.313,-0.033,0.053,-0.685,0.685,0.28,0.254,0.249,3.569
212,O=C(O)CCc1cc2c(-c3cc(C(=O)O)ccc3C(=O)O)c3cc(CCC(=O)O)c(=O)cc-3oc2cc1O,O33,0.0008819837322157,0.3488245660913172,0.0819999999999999,0.256,0.174,-0.174,-0.27,-0.078,0.079,-0.537,0.537,0.192,0.15,0.3389999999999999,5.198
213,N#C/C(=C\c1ccc(O)cc1)C(=O)O,O11,0.0044834173054299,0.3839201687690677,0.073,0.262,0.19,-0.19,-0.308,-0.072,0.076,-0.583,0.583,0.236,0.1939999999999999,0.335,4.2410000000000005
214,O=C(O)C1(c2ccc(Cl)cc2)CCCC1,O13,0.0396892679497074,0.3554761934051107,0.02,0.178,0.158,-0.158,-0.316,0.0,0.039,-0.486,0.486,0.316,0.287,0.1969999999999999,3.161
215,O=C(O)c1cccc([N+](=O)[O-])c1Cl,O9,0.0083420961338736,0.4512816763170433,0.076,0.297,0.221,-0.221,-0.3670000000000001,-0.076,0.084,-0.705,0.705,0.291,0.286,0.373,3.434
216,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,O11,0.0085993413891032,0.4365819474467813,0.072,0.286,0.214,-0.214,-0.356,-0.072,0.081,-0.767,0.767,0.284,0.266,0.358,3.522
217,O=C(O)c1ccccc1Br,O8,0.0217555987279877,0.3728586227941956,0.037,0.213,0.176,-0.176,-0.319,-0.032,0.054,-0.648,0.648,0.287,0.275,0.25,3.479
218,O=C(O)c1ccccc1C(=O)c1ccc(F)cc1,O15,0.0180071678660709,0.3757618192460722,0.043,0.222,0.179,-0.179,-0.318,-0.039,0.057,-0.855,0.855,0.2789999999999999,0.264,0.264,3.583
219,O=C(O)c1ccc(Cl)cc1,O8,0.0211676095731772,0.3929972513464545,0.042,0.2269999999999999,0.186,-0.186,-0.335,-0.037,0.0579999999999999,-0.488,0.488,0.298,0.275,0.2689999999999999,3.353
220,O=C(O)c1ccccc1Cl,O8,0.0256142775564315,0.3824501958820415,0.035,0.213,0.178,-0.178,-0.33,-0.027,0.053,-0.59,0.59,0.303,0.281,0.248,3.3
221,O=C(O)CCc1ccccc1,O10,0.0497218329036612,0.3576076540912987,0.0139999999999999,0.168,0.154,-0.154,-0.322,0.015,0.035,-0.428,0.428,0.337,0.327,0.183,2.967
222,C=CCC(=O)O,O5,0.0480313640835809,0.3809802229950153,0.018,0.184,0.166,-0.166,-0.341,0.008,0.04,-0.695,0.695,0.35,0.304,0.2019999999999999,2.859
223,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,O14,0.065928283983125,0.3173303969867808,0.005,0.131,0.126,-0.126,-0.294,0.042,0.023,-0.914,0.914,0.336,0.299,0.136,2.974
224,NNCc1ccccc1.O=C(O)C(=O)O,O13,0.0034544362845115,0.3355213114637301,0.065,0.231,0.166,-0.166,-0.268,-0.064,0.068,-0.968,0.968,0.204,0.178,0.296,4.912
225,O=C(O)CCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,O21,0.0652667961839632,0.3201233454721306,0.006,0.133,0.127,-0.127,-0.296,0.0409999999999999,0.024,-0.95,0.95,0.337,0.336,0.138,2.965
226,O=C(O)c1ccccc1-c1ccccc1,O14,0.0235930648367705,0.349265557957425,0.032,0.1939999999999999,0.163,-0.163,-0.301,-0.024,0.048,-0.6940000000000001,0.6940000000000001,0.2769999999999999,0.26,0.226,3.607
227,O=C(O)c1cc(O)ccc1O,O10,0.0220863426275686,0.3455906257398595,0.033,0.1939999999999999,0.162,-0.162,-0.297,-0.026,0.048,-0.5760000000000001,0.5760000000000001,0.271,0.222,0.2269999999999999,3.687
228,O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21,O40,0.0230785743263113,0.3340880878988795,0.03,0.185,0.156,-0.156,-0.289,-0.022,0.045,-0.941,0.941,0.266,0.261,0.215,3.753
229,O=C(O)CC12CC3CC(C1)CC(CC(=O)O)(C3)C2,O16,0.0690887256902313,0.3692204398988057,0.008,0.158,0.15,-0.15,-0.3389999999999999,0.039,0.03,-0.816,0.816,0.379,0.373,0.166,2.639
230,O=C(O)CN(CC(=O)O)c1ccccc1OCCOc1ccccc1N(CC(=O)O)CC(=O)O,O30,0.0223435878827982,0.3007932020077361,0.025,0.1639999999999999,0.139,-0.139,-0.261,-0.017,0.04,-0.987,0.987,0.244,0.204,0.19,4.105
231,O=C(O)CN(CC(=O)O)c1ccc(Br)cc1OCCOc1cc(Br)ccc1N(CC(=O)O)CC(=O)O,O30,0.0396525186275317,0.3269219700746268,0.016,0.16,0.144,-0.144,-0.292,0.005,0.035,-0.527,0.527,0.297,0.289,0.176,3.365
232,O=C(O)c1cc(Cl)ccc1Cl,O8,0.0178234212551926,0.3963414396644391,0.047,0.236,0.1889999999999999,-0.1889999999999999,-0.335,-0.044,0.062,-0.5820000000000001,0.5820000000000001,0.291,0.262,0.282,3.435
233,O=C(O)c1ccc(Cl)c(Cl)c1,O8,0.0177131732886657,0.3989506415389106,0.047,0.238,0.191,-0.191,-0.337,-0.044,0.062,-0.527,0.527,0.292,0.2789999999999999,0.285,3.42
234,O=C(O)C1OC(C(=O)O)C(C(=O)O)C1C(=O)O,O13,0.0524045334224839,0.3778565306100846,0.015,0.178,0.163,-0.163,-0.341,0.015,0.037,-0.905,0.905,0.356,0.3289999999999999,0.193,2.81
